customer_id,age,recency_days,transaction_frequency,monetary_value_kes,preferred_channel,active_microloans
CUST-01223,42,21,30,20837.92,Mobile App,1
CUST-01224,39,6,4,5547.32,USSD / Mobile Money,0
CUST-01225,32,4,24,14845.53,Mobile App,1
CUST-01226,33,19,38,27018.93,USSD / Mobile Money,3
CUST-01227,35,8,1,6277.4,Mobile App,2
CUST-01228,33,59,10,9501.59,ATM,0
CUST-01229,46,6,1,1655.07,Mobile App,1
CUST-01230,61,38,10,5715.39,Mobile App,2
CUST-01231,28,40,12,11256.52,USSD / Mobile Money,1
CUST-01232,18,4,1,4933.11,Branch,1
CUST-01233,33,24,83,47529.65,USSD / Mobile Money,1
CUST-01234,65,8,16,14884.77,USSD / Mobile Money,2
CUST-01235,25,37,5,6200.59,Mobile App,5
CUST-01236,54,8,52,31892.22,Mobile App,3
CUST-01237,55,20,2,3252.3,USSD / Mobile Money,3
CUST-01238,28,9,3,81191.54,USSD / Mobile Money,2
CUST-01239,41,3,1,2941.55,Mobile App,0
CUST-01240,54,3,73,41144.92,USSD / Mobile Money,3
CUST-01241,30,8,16,10736.18,USSD / Mobile Money,0
CUST-01242,32,21,23,14168.12,USSD / Mobile Money,3
CUST-01243,28,13,16,16408.2,Mobile App,3
CUST-01244,22,17,21,17451.05,USSD / Mobile Money,1
CUST-01245,27,4,13,10567.6,Mobile App,1
CUST-01246,20,9,15,12796.42,Mobile App,3
CUST-01247,35,0,13,9252.54,USSD / Mobile Money,2
CUST-01248,25,25,6,17803.05,USSD / Mobile Money,1
CUST-01249,37,68,11,182302.6,USSD / Mobile Money,1
CUST-01250,18,7,16,10181.43,Mobile App,1
CUST-01251,38,0,13,21131.69,Branch,1
CUST-01252,45,2,2,9668.26,Mobile App,1
CUST-01253,18,15,3,23591.42,Branch,2
CUST-01254,39,14,35,40544.66,Mobile App,1
CUST-01255,49,23,8,15027.19,Mobile App,0
CUST-01256,20,4,21,18133.25,Mobile App,1
CUST-01257,55,21,4,6223.1,Mobile App,2
CUST-01258,40,17,2,3572.31,USSD / Mobile Money,1
CUST-01259,26,5,5,9507.47,Branch,1
CUST-01260,34,11,9,5679.82,Mobile App,1
CUST-01261,41,2,6,6324.97,USSD / Mobile Money,0
CUST-01262,35,9,44,64628.59,Branch,1
CUST-01263,41,31,14,16393.45,USSD / Mobile Money,3
CUST-01264,23,8,77,69415.0,Mobile App,1
CUST-01265,37,27,18,82457.76,ATM,2
CUST-01266,18,13,1,6713.35,Mobile App,3
CUST-01267,33,3,35,28558.88,USSD / Mobile Money,2
CUST-01268,24,13,2,6152.47,USSD / Mobile Money,0
CUST-01269,26,10,15,9894.89,Mobile App,1
CUST-01270,49,7,5,4440.2,USSD / Mobile Money,0
CUST-01271,48,1,103,80202.1,Mobile App,0
CUST-01272,42,8,51,36580.49,Mobile App,0
CUST-01273,21,1,5,131801.82,Mobile App,3
CUST-01274,31,1,10,39824.55,ATM,2
CUST-01275,49,8,15,10205.87,Branch,1
CUST-01276,36,5,28,42581.45,Mobile App,4
CUST-01277,62,38,12,11127.57,Mobile App,2
CUST-01278,39,7,4,52276.32,Mobile App,1
CUST-01279,37,21,5,6406.9,USSD / Mobile Money,1
CUST-01280,31,11,12,7671.31,Branch,0
CUST-01281,36,18,41,22956.19,ATM,2
CUST-01282,33,4,18,11651.82,USSD / Mobile Money,2
CUST-01283,43,42,5,4797.6,USSD / Mobile Money,2
CUST-01284,46,11,23,14932.65,Mobile App,4
CUST-01285,25,26,8,33291.07,Mobile App,0
CUST-01286,19,6,29,134358.4,USSD / Mobile Money,3
CUST-01287,18,1,150,76101.82,USSD / Mobile Money,1
CUST-01288,41,16,8,57920.69,USSD / Mobile Money,1
CUST-01289,21,0,27,17457.8,Mobile App,2
CUST-01290,18,9,5,16154.49,Mobile App,1
CUST-01291,39,3,10,5677.75,Mobile App,2
CUST-01292,64,14,12,23783.97,ATM,2
CUST-01293,34,58,10,5400.23,USSD / Mobile Money,2
CUST-01294,45,9,143,84476.59,Mobile App,0
CUST-01295,35,25,8,15918.94,Branch,2
CUST-01296,33,10,21,21291.47,USSD / Mobile Money,2
CUST-01297,46,10,1,3190.91,Mobile App,2
CUST-01298,31,39,18,27477.15,Mobile App,3
CUST-01299,38,33,38,33568.58,USSD / Mobile Money,2
CUST-01300,38,23,7,9413.96,USSD / Mobile Money,0
CUST-01301,26,5,1,22698.4,USSD / Mobile Money,3
CUST-01302,46,11,11,12520.53,USSD / Mobile Money,1
CUST-01303,32,3,12,23910.92,Mobile App,0
CUST-01304,25,8,25,19208.84,Mobile App,1
CUST-01305,41,9,91,56715.51,USSD / Mobile Money,3
CUST-01306,24,26,8,23188.85,USSD / Mobile Money,2
CUST-01307,35,33,5,6961.01,Mobile App,1
CUST-01308,34,8,3,2773.14,Mobile App,1
CUST-01309,48,0,14,19260.26,Mobile App,1
CUST-01310,40,29,19,57746.91,Mobile App,1
CUST-01311,34,2,7,16191.99,Mobile App,0
CUST-01312,44,14,26,26058.75,USSD / Mobile Money,2
CUST-01313,51,0,19,17106.33,USSD / Mobile Money,0
CUST-01314,41,7,12,30555.18,Mobile App,2
CUST-01315,35,63,4,8130.9,USSD / Mobile Money,0
CUST-01316,19,1,7,7601.68,USSD / Mobile Money,0
CUST-01317,22,8,1,43029.25,Mobile App,4
CUST-01318,31,5,15,11156.25,USSD / Mobile Money,1
CUST-01319,27,35,12,36767.26,Mobile App,1
CUST-01320,32,30,14,49569.92,USSD / Mobile Money,1
CUST-01321,35,4,20,28962.63,Mobile App,2
CUST-01322,41,1,17,9744.07,Mobile App,0
CUST-01323,34,14,10,13439.96,USSD / Mobile Money,0
CUST-01324,40,6,12,11984.93,Mobile App,1
CUST-01325,35,16,2,4850.66,Mobile App,0
CUST-01326,18,0,6,13037.94,Mobile App,2
CUST-01327,23,2,12,31688.78,USSD / Mobile Money,1
CUST-01328,33,17,5,6573.15,Branch,3
CUST-01329,20,3,28,20266.2,Mobile App,3
CUST-01330,42,29,6,8644.36,Mobile App,0
CUST-01331,53,0,15,53934.9,USSD / Mobile Money,3
CUST-01332,49,3,13,12010.16,Mobile App,2
CUST-01333,32,90,25,13772.06,USSD / Mobile Money,1
CUST-01334,52,8,29,15264.98,Mobile App,0
CUST-01335,36,18,24,25962.0,USSD / Mobile Money,2
CUST-01336,30,3,1,3088.87,USSD / Mobile Money,1
CUST-01337,27,14,40,42094.56,Mobile App,1
CUST-01338,31,19,56,29100.12,USSD / Mobile Money,1
CUST-01339,30,5,7,7110.61,USSD / Mobile Money,2
CUST-01340,37,26,15,8601.19,Mobile App,1
CUST-01341,36,13,4,17551.56,Mobile App,3
CUST-01342,35,7,1,21945.53,Mobile App,4
CUST-01343,40,12,5,15966.19,Mobile App,4
CUST-01344,49,12,7,5089.37,Mobile App,2
CUST-01345,46,2,8,6647.46,USSD / Mobile Money,0
CUST-01346,18,7,4,13515.75,USSD / Mobile Money,2
CUST-01347,18,6,5,3144.44,Branch,2
CUST-01348,46,7,12,11643.71,USSD / Mobile Money,2
CUST-01349,18,21,5,81354.37,USSD / Mobile Money,3
CUST-01350,32,9,20,16186.14,USSD / Mobile Money,1
CUST-01351,20,42,24,12868.86,ATM,4
CUST-01352,18,5,131,68758.06,Mobile App,4
CUST-01353,41,8,37,21646.23,Mobile App,1
CUST-01354,44,23,15,208380.04,Mobile App,3
CUST-01355,28,11,6,101569.64,USSD / Mobile Money,1
CUST-01356,18,11,16,32255.61,Mobile App,0
CUST-01357,28,0,16,12843.47,Mobile App,3
CUST-01358,39,7,7,52567.12,USSD / Mobile Money,1
CUST-01359,18,4,26,14480.02,ATM,3
CUST-01360,37,90,3,42235.82,ATM,1
CUST-01361,34,5,9,37096.5,USSD / Mobile Money,1
CUST-01362,41,32,21,16957.4,Mobile App,1
CUST-01363,36,16,9,49246.99,Branch,0
CUST-01364,23,6,9,8642.97,Branch,1
CUST-01365,49,11,10,6214.84,Branch,1
CUST-01366,33,27,5,37634.81,USSD / Mobile Money,2
CUST-01367,34,32,39,26630.49,Mobile App,1
CUST-01368,23,2,4,21983.67,Mobile App,2
CUST-01369,29,6,16,132409.01,Branch,4
CUST-01370,24,6,18,11742.48,Mobile App,1
CUST-01371,32,0,4,8535.02,Mobile App,2
CUST-01372,55,13,13,91844.54,USSD / Mobile Money,1
CUST-01373,18,28,4,24094.8,Mobile App,1
CUST-01374,18,7,48,26836.5,Branch,0
CUST-01375,52,20,3,3434.25,Mobile App,3
CUST-01376,32,14,6,6669.75,Mobile App,1
CUST-01377,26,7,3,4176.8,ATM,3
CUST-01378,47,2,3,13068.28,Mobile App,1
CUST-01379,27,18,59,38614.77,Branch,1
CUST-01380,56,28,20,22318.49,USSD / Mobile Money,1
CUST-01381,43,17,14,9295.67,USSD / Mobile Money,2
CUST-01382,29,0,6,10286.29,Mobile App,2
CUST-01383,60,3,30,15371.09,USSD / Mobile Money,1
CUST-01384,27,1,5,12571.95,Mobile App,1
CUST-01385,43,12,26,60247.78,ATM,2
CUST-01386,38,21,5,3456.12,Mobile App,1
CUST-01387,50,1,6,19733.07,Mobile App,3
CUST-01388,53,27,26,16240.49,Branch,0
CUST-01389,35,12,28,41004.31,USSD / Mobile Money,0
CUST-01390,25,17,22,21280.16,USSD / Mobile Money,0
CUST-01391,40,53,4,16869.33,USSD / Mobile Money,0
CUST-01392,26,1,7,12430.57,Mobile App,1
CUST-01393,59,34,14,66426.63,Mobile App,0
CUST-01394,36,2,5,16144.83,Branch,1
CUST-01395,30,7,47,26312.6,Mobile App,1
CUST-01396,37,28,1,9896.31,Mobile App,3
CUST-01397,18,35,5,7159.57,USSD / Mobile Money,1
CUST-01398,23,10,7,13838.19,Mobile App,5
CUST-01399,49,13,1,4817.13,USSD / Mobile Money,1
CUST-01400,27,18,3,4435.94,USSD / Mobile Money,1
CUST-01401,22,26,22,21926.08,Branch,1
CUST-01402,41,1,12,14810.37,Mobile App,2
CUST-01403,49,24,58,68971.97,Mobile App,3
CUST-01404,43,9,57,32848.41,USSD / Mobile Money,1
CUST-01405,46,8,18,9415.18,Mobile App,1
CUST-01406,25,8,16,12694.72,Mobile App,0
CUST-01407,18,10,13,7206.52,USSD / Mobile Money,1
CUST-01408,53,43,1,15615.98,USSD / Mobile Money,0
CUST-01409,31,11,3,2157.97,Mobile App,1
CUST-01410,31,45,13,8339.86,Mobile App,1
CUST-01411,50,2,22,15705.55,USSD / Mobile Money,0
CUST-01412,41,19,16,90119.1,Mobile App,1
CUST-01413,40,25,4,3620.78,Branch,3
CUST-01414,60,17,31,23755.27,Mobile App,4
CUST-01415,27,14,53,45840.66,USSD / Mobile Money,2
CUST-01416,46,12,31,90563.58,Mobile App,0
CUST-01417,35,29,32,42021.86,Mobile App,1
CUST-01418,38,25,6,44808.73,Mobile App,2
CUST-01419,53,1,35,47127.57,Mobile App,1
CUST-01420,41,28,14,8321.23,Mobile App,1
CUST-01421,41,8,20,23898.53,Mobile App,1
CUST-01422,47,4,17,37440.33,Branch,2
CUST-01423,30,30,10,6929.95,Mobile App,0
CUST-01424,24,8,5,5896.02,ATM,0
CUST-01425,22,24,11,7928.94,Mobile App,3
CUST-01426,18,4,32,41820.77,USSD / Mobile Money,1
CUST-01427,59,0,7,10803.28,Branch,1
CUST-01428,21,10,29,19507.7,Branch,2
CUST-01429,32,1,25,13685.0,Mobile App,0
CUST-01430,31,21,9,11823.98,USSD / Mobile Money,0
CUST-01431,38,4,48,27458.59,Mobile App,3
CUST-01432,44,8,8,15672.72,Mobile App,1
CUST-01433,45,1,55,28959.06,USSD / Mobile Money,0
CUST-01434,28,5,18,19581.47,Mobile App,3
CUST-01435,32,22,11,9694.69,Mobile App,2
CUST-01436,38,2,5,3743.96,Mobile App,2
CUST-01437,32,15,11,6606.63,Mobile App,1
CUST-01438,54,37,9,5886.41,Mobile App,2
CUST-01439,40,17,3,7445.57,Branch,4
CUST-01440,43,24,9,14215.65,Mobile App,0
CUST-01441,42,1,5,14645.76,USSD / Mobile Money,2
CUST-01442,49,4,21,23352.96,USSD / Mobile Money,0
CUST-01443,37,33,44,24597.27,USSD / Mobile Money,2
CUST-01444,19,18,3,41140.41,USSD / Mobile Money,3
CUST-01445,39,15,67,37674.13,USSD / Mobile Money,0
CUST-01446,27,16,10,20918.3,USSD / Mobile Money,2
CUST-01447,28,8,4,8334.5,Mobile App,1
CUST-01448,42,0,25,26734.61,Branch,2
CUST-01449,49,23,7,9375.27,ATM,1
CUST-01450,35,17,11,20124.48,USSD / Mobile Money,2
CUST-01451,38,9,8,12013.77,Mobile App,0
CUST-01452,55,34,5,29967.56,Mobile App,1
CUST-01453,37,6,25,14873.15,USSD / Mobile Money,2
CUST-01454,66,5,9,5069.73,USSD / Mobile Money,2
CUST-01455,41,30,2,2881.76,USSD / Mobile Money,1
CUST-01456,18,23,21,50770.63,USSD / Mobile Money,2
CUST-01457,44,10,3,7926.35,USSD / Mobile Money,0
CUST-01458,39,2,3,10803.01,Mobile App,2
CUST-01459,50,3,40,21668.27,USSD / Mobile Money,1
CUST-01460,43,16,3,10440.36,Mobile App,2
CUST-01461,33,7,1,2247.22,USSD / Mobile Money,1
CUST-01462,20,27,22,13178.36,Mobile App,3
CUST-01463,32,44,8,8430.53,Mobile App,1
CUST-01464,24,24,9,20298.11,Mobile App,1
CUST-01465,28,7,8,22541.59,Branch,0
CUST-01466,42,23,15,26813.65,USSD / Mobile Money,1
CUST-01467,55,6,5,3248.35,Mobile App,1
CUST-01468,39,2,53,34522.48,USSD / Mobile Money,5
CUST-01469,20,0,2,7031.96,USSD / Mobile Money,1
CUST-01470,40,7,19,10313.81,USSD / Mobile Money,0
CUST-01471,49,35,23,19799.71,USSD / Mobile Money,1
CUST-01472,27,4,5,8065.59,Mobile App,0
CUST-01473,33,3,4,19453.38,Mobile App,5
CUST-01474,35,52,33,25653.31,Mobile App,3
CUST-01475,25,0,4,5554.68,USSD / Mobile Money,6
CUST-01476,42,23,6,35488.57,Mobile App,1
CUST-01477,33,5,29,14789.5,USSD / Mobile Money,1
CUST-01478,40,0,12,13358.43,Mobile App,2
CUST-01479,24,37,2,1575.43,Mobile App,1
CUST-01480,29,2,69,36562.57,ATM,2
CUST-01481,43,12,7,21304.75,Branch,3
CUST-01482,30,4,8,5198.35,Mobile App,0
CUST-01483,55,1,15,8457.59,USSD / Mobile Money,1
CUST-01484,30,0,22,299634.79,USSD / Mobile Money,1
CUST-01485,37,1,86,44054.76,USSD / Mobile Money,2
CUST-01486,46,1,2,97353.73,Mobile App,0
CUST-01487,18,21,27,19758.51,Mobile App,1
CUST-01488,18,9,25,16187.69,Branch,1
CUST-01489,18,6,10,23961.76,Branch,1
CUST-01490,50,8,26,73167.71,USSD / Mobile Money,3
CUST-01491,28,39,31,16952.29,Branch,1
CUST-01492,65,36,3,5269.23,USSD / Mobile Money,2
CUST-01493,28,18,70,63862.68,Mobile App,0
CUST-01494,37,32,2,13481.36,Mobile App,0
CUST-01495,53,5,3,43814.15,Mobile App,0
CUST-01496,59,7,9,22047.52,USSD / Mobile Money,3
CUST-01497,59,14,83,163568.3,ATM,1
CUST-01498,49,14,8,14592.3,USSD / Mobile Money,1
CUST-01499,47,9,11,16801.79,USSD / Mobile Money,1
CUST-01500,42,7,51,38629.04,USSD / Mobile Money,1
CUST-01501,44,64,9,11043.76,Mobile App,0
CUST-01502,28,25,3,30415.43,Mobile App,1
CUST-01503,25,8,8,15562.96,Mobile App,1
CUST-01504,34,19,47,49930.4,USSD / Mobile Money,1
CUST-01505,32,4,13,39914.65,Branch,2
CUST-01506,29,1,83,56908.61,Mobile App,1
CUST-01507,43,6,25,29698.45,USSD / Mobile Money,1
CUST-01508,46,7,6,4780.24,USSD / Mobile Money,4
CUST-01509,36,0,12,9549.17,Mobile App,2
CUST-01510,52,25,5,31212.14,USSD / Mobile Money,0
CUST-01511,21,6,6,71558.78,Mobile App,0
CUST-01512,32,13,150,75441.14,USSD / Mobile Money,1
CUST-01513,26,1,33,19957.17,USSD / Mobile Money,2
CUST-01514,18,2,28,22395.33,Mobile App,2
CUST-01515,34,33,6,5166.98,USSD / Mobile Money,1
CUST-01516,33,14,58,31359.54,Mobile App,0
CUST-01517,53,45,36,34520.87,Mobile App,3
CUST-01518,42,90,79,126360.96,USSD / Mobile Money,1
CUST-01519,22,6,76,38384.62,Branch,2
CUST-01520,57,5,2,7274.73,Mobile App,1
CUST-01521,49,29,4,18234.93,Mobile App,0
CUST-01522,41,90,4,28116.46,USSD / Mobile Money,2
CUST-01523,32,14,4,15078.06,Mobile App,0
CUST-01524,23,23,16,121789.31,Mobile App,1
CUST-01525,30,22,6,11462.16,Mobile App,0
CUST-01526,48,6,96,105987.87,USSD / Mobile Money,1
CUST-01527,57,12,81,43573.12,ATM,1
CUST-01528,53,26,12,14839.4,Mobile App,3
CUST-01529,29,17,86,44314.13,USSD / Mobile Money,0
CUST-01530,21,0,53,57797.6,Mobile App,2
CUST-01531,36,6,7,10263.77,USSD / Mobile Money,0
CUST-01532,18,2,1,14359.57,Mobile App,1
CUST-01533,38,3,9,9564.18,Mobile App,2
CUST-01534,33,35,6,22528.74,USSD / Mobile Money,3
CUST-01535,29,0,14,21708.06,Mobile App,0
CUST-01536,18,3,13,8322.61,Mobile App,1
CUST-01537,41,5,12,7987.93,ATM,2
CUST-01538,28,14,20,17772.5,ATM,1
CUST-01539,20,11,3,23293.37,Mobile App,2
CUST-01540,18,3,18,141500.72,USSD / Mobile Money,2
CUST-01541,34,2,7,16265.31,USSD / Mobile Money,2
CUST-01542,56,4,14,43728.09,USSD / Mobile Money,4
CUST-01543,54,10,31,16221.06,Branch,1
CUST-01544,29,4,3,167448.67,USSD / Mobile Money,2
CUST-01545,27,44,9,24601.09,USSD / Mobile Money,1
CUST-01546,40,9,10,12522.04,Mobile App,2
CUST-01547,23,0,7,9829.37,Mobile App,1
CUST-01548,38,19,29,16039.48,USSD / Mobile Money,1
CUST-01549,44,5,5,4863.9,Mobile App,1
CUST-01550,49,15,6,145294.4,Mobile App,2
CUST-01551,33,4,5,4338.11,Mobile App,3
CUST-01552,32,12,36,19785.76,Mobile App,2
CUST-01553,24,22,7,6326.15,Mobile App,2
CUST-01554,25,39,19,10843.09,Mobile App,3
CUST-01555,32,4,87,51791.28,Mobile App,0
CUST-01556,39,6,11,46996.56,USSD / Mobile Money,4
CUST-01557,45,9,37,21743.02,USSD / Mobile Money,2
CUST-01558,25,39,64,33032.78,Mobile App,6
CUST-01559,52,34,34,29553.97,Branch,2
CUST-01560,31,1,11,12952.75,USSD / Mobile Money,0
CUST-01561,34,2,23,47964.22,USSD / Mobile Money,1
CUST-01562,26,10,3,5597.93,Branch,0
CUST-01563,18,1,5,7984.96,Mobile App,0
CUST-01564,45,6,6,9475.0,Mobile App,1
CUST-01565,43,2,114,66260.43,Mobile App,2
CUST-01566,31,15,5,6996.96,Mobile App,0
CUST-01567,35,44,5,6026.4,Mobile App,1
CUST-01568,41,85,4,2504.94,USSD / Mobile Money,1
CUST-01569,18,7,21,13970.03,Mobile App,1
CUST-01570,28,13,14,30690.63,ATM,0
CUST-01571,44,29,36,47009.2,USSD / Mobile Money,1
CUST-01572,19,1,23,15497.12,USSD / Mobile Money,0
CUST-01573,38,17,3,58410.15,Mobile App,1
CUST-01574,18,7,5,10261.6,USSD / Mobile Money,0
CUST-01575,40,3,47,24589.23,Mobile App,2
CUST-01576,34,7,9,5179.55,Mobile App,1
CUST-01577,18,1,39,69881.88,USSD / Mobile Money,3
CUST-01578,48,17,10,9630.84,Mobile App,1
CUST-01579,26,4,4,3311.47,USSD / Mobile Money,1
CUST-01580,25,5,8,4273.44,USSD / Mobile Money,1
CUST-01581,37,1,4,6475.73,Mobile App,3
CUST-01582,48,29,6,17870.38,USSD / Mobile Money,2
CUST-01583,22,10,14,9845.41,USSD / Mobile Money,1
CUST-01584,35,12,20,11669.25,Mobile App,1
CUST-01585,40,12,2,4554.38,USSD / Mobile Money,1
CUST-01586,43,7,11,57801.9,Branch,0
CUST-01587,37,3,6,4002.78,USSD / Mobile Money,3
CUST-01588,30,20,6,6094.71,USSD / Mobile Money,1
CUST-01589,25,2,13,56318.25,USSD / Mobile Money,2
CUST-01590,36,1,7,20505.03,USSD / Mobile Money,2
CUST-01591,22,18,48,34600.87,USSD / Mobile Money,1
CUST-01592,18,3,39,22563.55,Mobile App,2
CUST-01593,40,5,39,27982.47,Mobile App,3
CUST-01594,45,9,7,7116.48,Branch,1
CUST-01595,18,8,4,4232.6,Mobile App,0
CUST-01596,22,18,13,8103.45,USSD / Mobile Money,1
CUST-01597,42,14,10,31268.96,USSD / Mobile Money,0
CUST-01598,59,15,6,10401.15,Mobile App,2
CUST-01599,35,18,3,14487.86,USSD / Mobile Money,0
CUST-01600,26,5,11,15673.18,Mobile App,0
CUST-01601,32,5,8,19699.41,ATM,0
CUST-01602,51,8,24,17529.88,Mobile App,0
CUST-01603,27,5,23,15434.4,Mobile App,1
CUST-01604,25,62,36,20385.3,USSD / Mobile Money,3
CUST-01605,29,25,3,2471.7,USSD / Mobile Money,2
CUST-01606,23,2,18,10505.61,Mobile App,1
CUST-01607,36,0,5,7183.84,Mobile App,1
CUST-01608,54,0,3,2231.75,Mobile App,2
CUST-01609,38,4,7,4518.99,Mobile App,1
CUST-01610,31,1,35,56185.1,USSD / Mobile Money,3
CUST-01611,31,11,8,15342.01,Mobile App,2
CUST-01612,18,29,58,33114.39,USSD / Mobile Money,1
CUST-01613,45,20,21,255095.64,USSD / Mobile Money,1
CUST-01614,34,3,8,4683.77,Branch,2
CUST-01615,32,7,38,54010.98,USSD / Mobile Money,1
CUST-01616,73,10,19,16355.46,Mobile App,4
CUST-01617,38,24,4,28306.48,Mobile App,2
CUST-01618,25,27,78,48541.73,ATM,4
CUST-01619,29,36,15,7988.64,Branch,0
CUST-01620,48,10,12,15350.55,USSD / Mobile Money,1
CUST-01621,36,17,5,15904.34,Branch,0
CUST-01622,18,1,39,19802.48,USSD / Mobile Money,4
CUST-01623,46,12,20,159652.68,Branch,1
CUST-01624,26,4,22,23923.61,USSD / Mobile Money,1
CUST-01625,57,8,7,25702.98,Branch,1
CUST-01626,47,15,28,15410.51,Branch,0
CUST-01627,29,4,30,37832.18,Mobile App,2
CUST-01628,50,0,6,44533.54,ATM,0
CUST-01629,35,0,2,12853.19,Mobile App,1
CUST-01630,45,0,21,18489.97,Mobile App,1
CUST-01631,40,0,2,3120.95,USSD / Mobile Money,3
CUST-01632,24,1,14,12858.74,USSD / Mobile Money,0
CUST-01633,27,4,7,7259.18,Branch,4
CUST-01634,47,3,41,39610.5,Mobile App,3
CUST-01635,30,64,8,6264.67,Mobile App,3
CUST-01636,30,5,36,36901.11,Mobile App,2
CUST-01637,23,2,7,5801.97,USSD / Mobile Money,0
CUST-01638,40,11,33,21966.92,USSD / Mobile Money,0
CUST-01639,59,29,95,67915.85,Mobile App,4
CUST-01640,22,17,4,4819.47,USSD / Mobile Money,2
CUST-01641,35,5,16,29499.93,Mobile App,1
CUST-01642,51,12,150,93573.5,USSD / Mobile Money,0
CUST-01643,34,18,13,11896.87,Mobile App,2
CUST-01644,40,19,12,52289.7,USSD / Mobile Money,1
CUST-01645,22,16,26,22105.89,Mobile App,0
CUST-01646,40,30,12,48336.92,Mobile App,0
CUST-01647,32,30,2,120395.57,Branch,8
CUST-01648,46,12,37,24142.31,USSD / Mobile Money,1
CUST-01649,49,8,1,21820.67,USSD / Mobile Money,3
CUST-01650,66,15,8,7113.95,USSD / Mobile Money,0
CUST-01651,41,25,40,21721.2,USSD / Mobile Money,2
CUST-01652,38,0,8,10043.93,USSD / Mobile Money,2
CUST-01653,37,72,6,4049.53,USSD / Mobile Money,1
CUST-01654,30,3,29,16485.43,USSD / Mobile Money,5
CUST-01655,39,9,5,22175.88,Mobile App,3
CUST-01656,31,30,3,5250.06,Mobile App,1
CUST-01657,37,3,16,31523.87,Branch,1
CUST-01658,50,9,10,17696.96,ATM,1
CUST-01659,22,2,3,131687.51,Mobile App,1
CUST-01660,48,7,23,29292.03,Mobile App,5
CUST-01661,50,2,19,52602.1,Mobile App,1
CUST-01662,33,6,8,18806.58,USSD / Mobile Money,1
CUST-01663,18,7,9,17427.22,Mobile App,3
CUST-01664,27,74,19,55994.98,USSD / Mobile Money,2
CUST-01665,50,78,40,42096.98,Branch,4
CUST-01666,34,1,9,15604.39,ATM,4
CUST-01667,23,19,23,22531.19,Mobile App,2
CUST-01668,28,0,21,28666.67,ATM,3
CUST-01669,45,0,29,17459.99,USSD / Mobile Money,0
CUST-01670,41,1,12,8777.48,Mobile App,1
CUST-01671,32,50,4,70741.54,Mobile App,1
CUST-01672,30,42,7,136302.79,USSD / Mobile Money,0
CUST-01673,30,3,17,10511.58,ATM,1
CUST-01674,23,2,75,40470.57,Mobile App,0
CUST-01675,54,4,7,48471.5,Mobile App,0
CUST-01676,31,10,27,31538.79,USSD / Mobile Money,3
CUST-01677,49,12,8,26351.35,ATM,1
CUST-01678,53,3,13,37598.1,ATM,2
CUST-01679,46,21,55,33147.12,Mobile App,1
CUST-01680,29,5,26,26292.5,Mobile App,5
CUST-01681,39,38,3,13328.75,Branch,1
CUST-01682,34,16,6,5235.59,USSD / Mobile Money,1
CUST-01683,24,8,42,33999.11,ATM,1
CUST-01684,38,23,14,58873.64,Branch,3
CUST-01685,20,25,3,6408.88,Mobile App,2
CUST-01686,49,5,5,12686.86,USSD / Mobile Money,1
CUST-01687,29,6,24,23048.65,Mobile App,1
CUST-01688,37,41,32,21286.98,USSD / Mobile Money,3
CUST-01689,38,2,12,28367.22,USSD / Mobile Money,1
CUST-01690,31,0,144,74921.64,ATM,0
CUST-01691,42,9,27,73312.4,ATM,1
CUST-01692,29,24,9,25229.4,Mobile App,3
CUST-01693,45,22,5,4487.93,Mobile App,0
CUST-01694,18,37,4,105467.68,USSD / Mobile Money,0
CUST-01695,36,11,17,18926.98,Branch,2
CUST-01696,58,1,7,6239.63,USSD / Mobile Money,3
CUST-01697,22,13,64,74481.83,ATM,2
CUST-01698,26,22,52,43017.67,USSD / Mobile Money,4
CUST-01699,41,1,22,11567.97,Mobile App,2
CUST-01700,37,2,3,5183.1,Mobile App,1
CUST-01701,39,0,6,15315.9,Mobile App,3
CUST-01702,40,13,42,21317.55,USSD / Mobile Money,1
CUST-01703,42,32,6,12205.95,Branch,1
CUST-01704,48,16,37,28769.86,Mobile App,1
CUST-01705,39,60,19,10873.01,Branch,3
CUST-01706,32,0,12,18160.73,Mobile App,3
CUST-01707,43,34,6,11194.31,Mobile App,1
CUST-01708,57,25,11,6857.04,USSD / Mobile Money,0
CUST-01709,33,5,14,39187.74,Mobile App,2
CUST-01710,23,54,34,45474.97,Branch,2
CUST-01711,48,5,5,7746.91,USSD / Mobile Money,1
CUST-01712,33,33,9,10515.7,Mobile App,0
CUST-01713,18,31,12,30086.24,USSD / Mobile Money,4
CUST-01714,45,21,23,17496.94,ATM,1
CUST-01715,28,12,4,2447.48,USSD / Mobile Money,0
CUST-01716,33,1,3,18321.36,Mobile App,2
CUST-01717,38,11,23,13892.54,Mobile App,2
CUST-01718,37,6,2,5515.34,Mobile App,0
CUST-01719,43,23,44,94171.89,Mobile App,3
CUST-01720,29,21,10,11627.83,Branch,2
CUST-01721,41,36,2,9124.2,Mobile App,3
CUST-01722,31,0,7,20904.79,USSD / Mobile Money,0
CUST-01723,43,24,17,25792.03,USSD / Mobile Money,1
CUST-01724,42,41,7,5541.02,Branch,1
CUST-01725,23,23,12,13402.35,Mobile App,2
CUST-01726,48,2,25,21054.64,Mobile App,1
CUST-01727,28,1,9,16685.97,Mobile App,5
CUST-01728,44,0,4,14504.36,Mobile App,1
CUST-01729,39,14,9,397341.63,Mobile App,0
